GeneInfo	CA_N_007	CA_N_012	CA_N_030	CA_P_013	CA_P_041	CA_P_055	CA_SL_019	CA_SL_048	CA_SL_056	CA_SM_029	CA_SM_039	CA_SM_049
Caust.v2_014242-RA	2803	4713	2304	4401	4333	1982	1326	2418	4027	2078	1991	1318
Caust.v2_014243-RA	387	372	267	452	261	300	271	378	279	256	347	306
Caust.v2_014234-RA	6	0	2	0	0	1	2	4	0	0	0	0
Caust.v2_014244-RA	4	3	2	0	1	4	1	0	2	2	0	2
Caust.v2_014241-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_019492-RA	0	0	0	0	0	0	0	0	2	2	0	1
Caust.v2_019490-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_019491-RA	0	0	3	0	0	0	0	0	0	1	0	0
Caust.v2_021047-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_021046-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012915-RA	99	49	86	78	53	89	119	132	47	71	69	240
Caust.v2_012918-RA	0	17	0	0	1	0	9	12	1	0	0	20
Caust.v2_012921-RA	0	0	2	0	2	2	0	1	10	0	5	0
Caust.v2_012914-RA	1167	601	779	657	416	1062	1580	1730	877	778	785	2244
Caust.v2_012916-RA	2435	2890	7386	7620	4108	1181	5794	4637	2821	5210	3781	14255
Caust.v2_012922-RA	56	32	77	34	69	38	14	27	38	32	19	31
Caust.v2_012919-RA	0	0	1	0	0	0	0	0	0	0	0	0
Caust.v2_012923-RA	0	0	0	0	0	1	0	0	0	0	0	0
Caust.v2_012928-RA	3	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012926-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012924-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012927-RA	0	0	0	0	1	0	0	0	2	1	0	0
Caust.v2_012929-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012917-RA	0	0	1	0	0	0	0	0	0	0	0	0
Caust.v2_012925-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012920-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012930-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_022149-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_021390-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_016769-RA	26	46	27	179	232	130	17	90	127	150	104	50
Caust.v2_016770-RA	1684	1355	1678	1518	1614	944	454	587	1240	808	1166	378
Caust.v2_016772-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_016768-RA	0	0	0	1	4	0	0	1	0	0	0	0
Caust.v2_016771-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_020751-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_020750-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_017702-RA	0	1	2	0	0	2	3	2	0	0	0	46
Caust.v2_017700-RA	228	225	201	411	96	86	5	391	308	147	132	500
Caust.v2_017704-RA	45	84	78	159	133	29	96	84	17	36	68	91
Caust.v2_017703-RA	1	2	4	1	8	0	3	4	5	1	3	3
Caust.v2_017701-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_022573-RA	0	0	0	1	0	0	0	0	0	0	0	2
Caust.v2_022601-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_021183-RA	0	0	0	0	0	0	1	1	0	0	1	0
Caust.v2_020468-RA	467	1059	432	1363	544	643	194	426	1242	790	713	294
Caust.v2_022602-RA	225	122	126	245	67	154	116	122	164	183	84	268
Caust.v2_021583-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_013401-RA	22	13	11	13	8	9	15	24	22	11	17	21
Caust.v2_013405-RA	229	206	247	153	147	198	155	245	199	196	151	189
Caust.v2_013399-RA	95	296	111	546	310	150	63	232	193	191	381	101
Caust.v2_013404-RA	0	0	0	0	0	0	0	0	1	0	0	0
Caust.v2_013398-RA	9	11	17	7	4	6	4	5	5	8	16	8
Caust.v2_013400-RA	0	0	1	1	4	5	0	2	0	4	7	2
Caust.v2_013402-RA	0	0	1	0	0	0	0	1	1	0	0	0
Caust.v2_013403-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_013414-RA	1	10	6	15	12	3	4	12	6	5	2	1
Caust.v2_013417-RA	2	3	5	2	4	2	2	3	5	1	2	3
Caust.v2_013421-RA	64	141	90	133	98	98	39	66	113	132	132	74
Caust.v2_013420-RA	2396	1191	1689	1774	926	2325	2846	3704	1445	2219	1593	4139
Caust.v2_013415-RA	0	0	0	0	0	0	0	2	0	0	4	0
Caust.v2_013419-RA	0	0	0	0	0	0	1	0	0	0	0	0
Caust.v2_013412-RA	1	0	3	0	0	2	0	0	0	4	0	0
Caust.v2_013418-RA	0	0	0	0	0	0	0	1	3	0	0	0
Caust.v2_013407-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_013416-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_013409-RA	0	0	0	0	0	0	0	0	0	1	0	0
Caust.v2_013410-RA	3	2	0	3	0	1	1	3	3	0	5	1
Caust.v2_013406-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_013411-RA	5	0	1	0	2	0	0	4	0	4	4	5
Caust.v2_013422-RA	3	3	1	0	1	0	0	0	0	0	1	0
Caust.v2_013408-RA	0	0	0	0	0	0	0	0	1	0	0	3
Caust.v2_013413-RA	0	0	0	1	0	0	0	0	0	0	0	0
Caust.v2_013423-RA	81	412	235	808	251	168	105	181	335	338	137	42
Caust.v2_017055-RA	21	1	9	3	3	6	5	10	4	0	4	6
Caust.v2_017052-RA	2	0	0	0	0	0	0	0	1	1	2	3
Caust.v2_017049-RA	0	0	0	0	0	0	0	0	2	0	0	0
Caust.v2_017051-RA	2	0	0	0	0	2	0	0	1	2	0	0
Caust.v2_017053-RA	0	0	0	0	0	0	0	0	0	0	1	0
Caust.v2_017048-RA	0	0	0	0	0	0	0	0	2	0	0	2
Caust.v2_017054-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_017050-RA	0	0	0	0	0	0	0	0	1	0	0	0
Caust.v2_011674-RA	30	7	23	24	13	26	19	27	17	19	23	42
Caust.v2_011679-RA	12	7	6	8	6	18	2	3	6	5	5	3
Caust.v2_011680-RA	1528	892	926	958	747	1077	826	1019	1128	939	893	905
Caust.v2_011685-RA	2	8	9	8	4	6	2	9	5	5	7	0
Caust.v2_011689-RA	1	1	8	0	2	0	0	4	3	1	4	1
Caust.v2_011690-RA	20585	15875	16828	16564	13994	22290	5020	9418	23589	17620	17358	5280
Caust.v2_011676-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_011676-RB	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_011676-RC	420	212	343	326	194	311	370	436	296	296	257	411
Caust.v2_011676-RC	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_011676-RC	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_011678-RA	3	5	3	2	2	4	2	0	0	2	2	1
Caust.v2_011692-RA	24	18	19	19	9	16	9	29	30	15	21	9
Caust.v2_011694-RA	3	1	3	1	1	5	2	0	4	2	0	6
Caust.v2_011695-RA	3090	523	1244	545	321	1787	1278	2114	703	757	889	1098
Caust.v2_011693-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_011677-RA	0	0	0	0	0	0	0	2	1	1	0	0
Caust.v2_011673-RA	1	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_011681-RA	1	1	0	6	2	4	2	4	2	5	1	0
Caust.v2_011675-RA	6	2	2	9	4	2	6	7	7	0	4	2
Caust.v2_011691-RA	9725	7582	9130	7215	6624	14814	1797	5165	16307	9303	6121	1970
Caust.v2_011683-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_011687-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_011697-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_011686-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_011688-RA	0	0	1	0	0	2	4	2	3	4	1	1
Caust.v2_011682-RA	1	0	0	0	1	0	1	0	1	0	1	0
Caust.v2_011696-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_011684-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_021250-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_021249-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_021921-RA	0	0	0	2	0	0	0	0	0	0	0	0
Caust.v2_017387-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_017389-RA	43	182	79	43	89	704	4	20	650	28	49	5
Caust.v2_017388-RA	112	71	44	7	56	9421	1	3	11752	20	9	3
Caust.v2_017390-RA	4	8	3	2	7	23	1	2	16	4	1	0
Caust.v2_017391-RA	49	3097	59	30	40	128	48	13	203	23	39	31
Caust.v2_017392-RA	14	8	34	15	16	64	5	4	79	12	11	0
Caust.v2_020800-RA	1	6	1	2	5	0	3	11	14	8	3	4
Caust.v2_020542-RA	0	0	0	0	0	0	0	0	2	0	0	0
Caust.v2_020543-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_019128-RA	9	16	6	14	6	17	10	15	21	10	7	11
Caust.v2_019129-RA	0	0	0	0	0	0	1	0	0	0	0	0
Caust.v2_019130-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_019393-RA	0	0	1	0	0	0	0	0	1	0	0	0
Caust.v2_019394-RA	0	0	0	0	0	2	0	0	2	0	0	0
Caust.v2_019392-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_021008-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_021007-RA	0	0	0	0	0	0	0	0	1	0	0	0
Caust.v2_022394-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_022159-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_022695-RA	0	2	1	2	2	3	1	1	7	5	2	0
Caust.v2_021593-RA	31	33	25	49	31	46	20	44	69	26	18	21
Caust.v2_010335-RA	65	46	19	29	23	19	22	20	83	5	23	11
Caust.v2_010337-RA	16	12	20	11	16	8	2	4	10	4	10	7
Caust.v2_010338-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_010339-RA	0	0	0	0	0	0	0	1	0	0	0	0
Caust.v2_010340-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_010344-RA	3	1	9	4	5	2	0	1	0	4	2	1
Caust.v2_010346-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_010347-RA	2332	1681	2224	1958	1453	2360	2049	2898	1723	1875	1697	2541
Caust.v2_010350-RA	3	0	5	8	3	3	2	8	7	3	4	2
Caust.v2_010350-RA	911	615	1140	901	518	679	903	1403	1035	527	818	879
Caust.v2_010350-RB	7	5	1	2	3	2	0	5	6	2	6	2
Caust.v2_010352-RA	3201	6753	4448	8026	4327	3184	4638	4868	3847	5305	4902	3201
Caust.v2_010353-RA	2354	3654	2960	5669	2880	2943	3789	4448	3604	2826	4182	5223
Caust.v2_010356-RA	863	847	642	775	491	720	1249	1216	525	682	679	1911
Caust.v2_010357-RA	28	16	19	20	6	16	28	15	22	9	14	27
Caust.v2_010359-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_010361-RA	12	8	16	12	8	10	16	8	16	13	9	10
Caust.v2_010363-RA	0	1	1	2	0	1	1	0	1	2	1	3
Caust.v2_010336-RB	23	29	23	26	19	8	8	9	4	11	13	6
Caust.v2_010336-RD	0	0	0	0	0	0	0	1	0	0	0	0
Caust.v2_010336-RF	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_010336-RA	7	4	3	9	7	3	0	3	12	4	21	2
Caust.v2_010336-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_010336-RC	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_010336-RC	330	436	341	484	358	188	161	201	239	295	282	100
Caust.v2_010336-RC	20	37	28	47	37	15	18	25	31	35	29	15
Caust.v2_010341-RA	1471	995	1263	1462	1082	2403	2606	1823	2422	2346	967	2844
Caust.v2_010343-RA	283	192	308	253	251	263	217	280	242	231	251	202
Caust.v2_010345-RA	3544	2029	2766	2680	1662	2863	4188	4699	2133	2529	2156	4675
Caust.v2_010348-RB	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_010348-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_010348-RA	446	232	204	514	201	283	400	524	282	429	258	349
Caust.v2_010349-RA	7064	4305	6440	6842	4224	7126	11182	13372	5586	5936	6561	16803
Caust.v2_010354-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_010355-RA	2500	1577	1461	2029	1000	2409	3788	3653	1161	2150	1779	3839
Caust.v2_010358-RA	2867	2958	3292	3840	2780	2809	2656	3107	3063	2361	3068	2690
Caust.v2_010360-RA	638	493	647	591	444	614	751	838	535	592	636	688
Caust.v2_010362-RA	0	3	0	0	0	0	1	0	0	1	0	0
Caust.v2_010342-RA	0	0	1	0	0	0	0	0	0	0	0	0
Caust.v2_010351-RA	5	8	19	22	15	10	15	26	4	10	16	7
Caust.v2_016954-RA	84	17	63	58	10	75	119	97	48	39	39	156
Caust.v2_016959-RA	2	4	7	11	9	32	4	2	54	12	10	2
Caust.v2_016956-RA	1	12	0	1	3	22	1	0	18	1	1	1
Caust.v2_016955-RA	4	0	1	2	2	6	0	6	4	0	3	3
Caust.v2_016953-RA	13	11	6	6	3	12	13	23	3	8	5	17
Caust.v2_016960-RA	0	0	0	1	0	0	0	0	0	0	0	0
Caust.v2_016958-RA	4	5	2	17	13	58	7	4	83	7	11	3
Caust.v2_016957-RA	0	0	0	0	0	3	0	1	0	0	0	1
Caust.v2_018616-RA	2398	1593	1785	1759	1431	2046	1919	2481	1389	1537	1697	2343
Caust.v2_018617-RA	520	352	509	547	377	437	303	435	449	390	355	332
Caust.v2_022100-RA	0	0	0	0	0	0	0	1	1	1	0	0
Caust.v2_010472-RA	5	11	12	24	22	15	4	6	16	12	11	15
Caust.v2_010474-RA	562	820	841	1165	783	679	423	851	896	803	748	404
Caust.v2_010476-RA	830	951	642	1294	1325	438	570	870	1318	655	961	307
Caust.v2_010475-RA	490	419	296	666	417	378	367	607	464	368	373	390
Caust.v2_010480-RA	0	0	0	0	0	0	0	3	1	0	0	0
Caust.v2_010479-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_010481-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_010478-RA	0	0	0	0	0	0	0	1	2	2	0	0
Caust.v2_010471-RA	0	0	0	0	0	2	0	0	0	0	0	0
Caust.v2_010473-RA	2	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_010482-RA	57	49	32	62	55	47	26	25	50	25	37	17
Caust.v2_010483-RA	144	190	119	275	189	96	79	79	193	107	104	61
Caust.v2_010485-RA	5	8	5	10	8	7	1	4	8	10	11	0
Caust.v2_010484-RA	0	0	0	0	0	0	0	2	8	1	1	2
Caust.v2_010486-RA	0	0	0	0	0	1	0	0	1	0	0	0
Caust.v2_010488-RA	0	1	0	1	0	0	0	0	0	1	0	0
Caust.v2_010487-RA	0	0	0	0	0	0	0	0	1	0	0	0
Caust.v2_010477-RA	0	2	0	0	0	2	0	2	3	4	0	0
Caust.v2_010490-RA	12	7	12	7	3	11	18	19	3	12	8	11
Caust.v2_010489-RA	0	0	0	0	0	0	0	0	0	0	0	1
Caust.v2_010491-RA	0	0	0	0	1	0	0	0	0	1	0	1
Caust.v2_010492-RA	132	43	87	100	23	59	76	96	20	117	76	117
Caust.v2_010493-RA	1120	438	752	927	398	871	966	1258	473	1068	684	1836
Caust.v2_010494-RA	61	19	35	47	17	64	135	97	52	46	21	224
Caust.v2_010497-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_010502-RA	0	1	0	0	0	0	0	0	0	0	0	0
Caust.v2_010506-RA	499	215	307	369	216	380	549	594	292	259	265	746
Caust.v2_010508-RA	3	3	3	5	7	2	3	6	0	2	6	5
Caust.v2_010495-RA	22	16	17	20	6	29	32	44	25	17	22	57
Caust.v2_010499-RA	1	1	1	0	2	1	1	1	0	1	0	0
Caust.v2_010504-RA	1	1	0	2	0	0	0	2	0	0	7	1
Caust.v2_010498-RA	0	0	1	0	0	1	0	0	0	2	1	0
Caust.v2_010501-RA	1	5	0	0	1	0	1	3	2	0	4	1
Caust.v2_010496-RA	27	12	9	18	18	4	16	17	18	16	9	27
Caust.v2_010507-RA	0	0	1	0	0	0	1	0	0	0	0	0
Caust.v2_010510-RA	0	0	0	0	0	0	0	0	0	1	0	0
Caust.v2_010500-RA	12	8	3	4	4	5	7	9	1	2	0	1
Caust.v2_010511-RA	0	0	0	0	1	0	0	0	0	1	0	0
Caust.v2_010503-RA	12	19	14	52	33	42	12	10	17	36	15	4
Caust.v2_010509-RA	2	0	0	1	0	0	0	0	0	0	0	0
Caust.v2_010505-RA	0	0	0	0	0	0	3	0	0	0	1	0
Caust.v2_015309-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015316-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015306-RA	0	0	0	0	0	0	0	0	0	1	0	0
Caust.v2_015308-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015305-RA	4	1	1	0	3	1	0	0	1	0	0	1
Caust.v2_015310-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015315-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015313-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015302-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015303-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015307-RA	0	0	0	0	0	0	0	0	0	1	0	0
Caust.v2_015312-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015314-RA	0	0	1	0	0	0	0	0	0	0	0	0
Caust.v2_015300-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015301-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015311-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015304-RA	0	0	0	0	0	0	0	0	0	1	0	0
Caust.v2_018712-RA	0	4	0	1	1	0	0	0	0	0	0	0
Caust.v2_018713-RA	0	0	0	0	1	0	1	0	0	0	4	0
Caust.v2_018714-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_018715-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_021787-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_021371-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_017232-RA	3195	2478	3383	3026	2369	3109	2581	3459	3269	2966	2507	3090
Caust.v2_017233-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_003404-RA	1	2	0	2	1	0	2	1	2	1	2	0
Caust.v2_003413-RC	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_003413-RC	75	100	115	130	75	103	176	169	111	107	85	149
Caust.v2_003413-RC	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_003413-RB	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_003413-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_003417-RA	3464	3518	3829	4694	3501	3263	3334	4581	3169	3134	3802	4222
Caust.v2_003418-RA	735	457	603	592	489	528	660	729	572	496	506	913
Caust.v2_003420-RA	189	67	114	106	59	185	244	309	120	83	99	478
Caust.v2_003422-RA	20	10	21	30	9	61	74	97	42	24	25	149
Caust.v2_003426-RA	472	379	395	452	336	352	266	292	387	298	312	252
Caust.v2_003428-RA	210	158	179	198	127	183	153	236	152	119	119	196
Caust.v2_003430-RA	646	635	706	483	548	552	572	799	550	494	575	780
Caust.v2_003401-RA	289	400	341	384	408	392	260	127	487	335	302	320
Caust.v2_003402-RA	1888	2343	2160	2952	2311	2186	1730	2171	2865	2041	2493	1869
Caust.v2_003403-RA	13	19	19	27	22	14	6	19	20	18	24	6
Caust.v2_003414-RA	4952	5116	4499	4981	3701	4433	4659	5366	4021	3837	3938	5567
Caust.v2_003415-RA	845	586	776	710	528	616	406	556	606	644	521	453
Caust.v2_003416-RA	659	482	645	474	394	492	510	635	380	404	408	637
Caust.v2_003419-RB	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_003419-RA	17	12	15	10	26	15	14	23	16	15	17	24
Caust.v2_003419-RA	2204	1545	2252	1728	1521	1860	1662	2223	1408	1605	1426	2047
Caust.v2_003421-RA	35	22	21	28	30	31	20	30	29	26	32	30
Caust.v2_003424-RB	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_003424-RA	200	177	182	192	183	214	180	188	220	137	121	187
Caust.v2_003424-RA	1	0	0	0	0	0	0	2	0	0	0	0
Caust.v2_003425-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_003427-RA	1366	1363	1347	1354	1331	1261	1332	1628	1163	1092	1258	1470
Caust.v2_003429-RB	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_003429-RD	130	73	131	128	110	123	108	118	149	86	107	68
Caust.v2_003429-RD	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_003431-RA	437	290	417	416	333	382	367	483	371	295	316	436
Caust.v2_003423-RA	7	1	5	5	0	15	18	25	5	7	0	32
Caust.v2_003409-RA	0	0	1	0	0	0	0	0	0	2	6	0
Caust.v2_003406-RA	0	0	0	0	0	0	0	0	2	0	0	0
Caust.v2_003412-RA	1	5	1	2	0	3	4	9	7	2	0	1
Caust.v2_003408-RA	0	0	0	0	0	0	0	2	1	0	2	0
Caust.v2_003410-RA	0	0	4	0	0	1	1	5	0	5	0	2
Caust.v2_003407-RA	0	2	4	0	0	2	2	2	8	0	0	0
Caust.v2_003411-RA	2664	2310	3215	2431	2469	2208	2142	2629	2341	1910	2322	2337
Caust.v2_003405-RA	0	0	0	0	0	0	0	1	2	0	0	0
Caust.v2_003432-RA	2963	2092	2732	2848	2041	2366	2409	3278	2223	2148	1944	3048
Caust.v2_003433-RA	4368	3270	3589	4262	2980	3473	4344	5206	3676	3590	3314	5107
Caust.v2_003434-RB	149	285	211	263	279	87	141	63	118	74	144	180
Caust.v2_003434-RB	392	716	487	596	442	228	309	102	211	138	372	382
Caust.v2_003434-RB	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_003434-RC	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_003434-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_003441-RA	4	3	1	0	6	0	1	1	1	3	1	2
Caust.v2_003435-RA	1492	744	1118	1324	963	1331	1495	1382	1194	969	955	2572
Caust.v2_003436-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_003436-RB	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_003436-RB	1173	831	885	1306	818	755	539	846	1167	868	885	616
Caust.v2_003438-RA	4	7	5	23	6	3	8	4	7	14	5	5
Caust.v2_003439-RA	24	34	29	18	15	19	17	23	25	16	19	18
Caust.v2_003443-RA	0	0	0	1	0	0	1	0	1	0	0	0
Caust.v2_003437-RA	6	8	10	9	10	6	2	3	12	1	8	9
Caust.v2_003442-RA	0	0	0	0	0	0	0	0	0	1	0	0
Caust.v2_003440-RA	9	0	2	2	1	6	0	5	6	2	2	3
Caust.v2_003449-RA	21	73	125	223	59	358	344	1675	972	162	161	3854
Caust.v2_003451-RA	0	0	0	0	0	0	0	0	1	0	0	0
Caust.v2_003447-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_003446-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_003445-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_003448-RA	1	2	2	0	0	1	0	0	1	6	0	1
Caust.v2_003444-RA	0	1	0	2	1	1	0	0	5	2	2	0
Caust.v2_003450-RA	0	1	0	0	0	0	0	0	0	1	0	0
Caust.v2_003450-RC	0	0	0	1	0	0	0	0	3	0	0	0
Caust.v2_003450-RB	715	555	810	1218	610	678	246	441	628	548	428	274
Caust.v2_003450-RB	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_003458-RA	11	1	1	7	5	0	0	6	5	3	3	0
Caust.v2_003457-RA	0	0	0	0	0	0	2	0	0	0	0	0
Caust.v2_003455-RA	0	0	0	1	0	0	0	0	0	1	0	0
Caust.v2_003456-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_003452-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_003454-RA	0	0	3	0	0	0	0	0	0	0	0	0
Caust.v2_003453-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_003459-RA	6	2	6	4	6	4	7	2	6	3	5	4
Caust.v2_003460-RA	1607	1212	1353	1642	996	1476	1821	2023	1138	1298	1389	2771
Caust.v2_003461-RA	5	0	2	3	1	1	3	1	2	4	1	1
Caust.v2_003468-RA	15	6	23	12	17	9	4	2	17	17	3	5
Caust.v2_003469-RA	0	0	1	2	1	0	2	0	3	0	1	1
Caust.v2_003470-RA	493	310	552	688	680	385	430	417	453	343	404	797
Caust.v2_003471-RA	431	275	557	506	575	317	430	358	406	298	383	539
Caust.v2_003472-RA	121	53	55	68	83	74	104	92	72	83	39	173
Caust.v2_003466-RA	2	0	0	0	0	0	0	0	1	1	0	1
Caust.v2_003467-RA	187	116	208	165	184	173	101	107	210	166	150	104
Caust.v2_003473-RA	792	406	590	633	476	702	733	797	435	630	492	948
Caust.v2_003474-RA	834	640	544	944	483	693	705	1109	910	714	749	762
Caust.v2_003477-RA	44	47	42	50	30	63	57	101	87	57	58	48
Caust.v2_003475-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_003465-RA	0	0	0	0	0	1	0	1	0	1	0	0
Caust.v2_003479-RA	0	1	1	1	1	0	1	0	1	2	0	1
Caust.v2_003463-RA	0	0	0	0	0	1	0	0	0	0	0	0
Caust.v2_003464-RA	0	0	0	0	0	1	0	1	0	0	1	0
Caust.v2_003462-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_003478-RA	27	11	8	11	11	10	14	43	26	12	6	26
Caust.v2_003478-RA	2917	2872	3221	3162	2315	2561	2128	2864	2239	2523	1964	2461
Caust.v2_003478-RB	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_003480-RA	1770	1309	1757	1238	1265	1812	1356	1345	1792	1384	1180	1316
Caust.v2_003481-RA	88	159	50	160	107	103	235	57	114	88	106	208
Caust.v2_003482-RA	13	1	8	11	2	4	9	9	7	2	2	7
Caust.v2_003487-RA	2	0	1	0	3	0	2	0	2	4	3	3
Caust.v2_003487-RA	50	56	44	88	52	33	15	20	36	58	46	22
Caust.v2_003487-RB	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_003491-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_003492-RA	90	78	58	76	63	76	82	97	85	80	48	125
Caust.v2_003495-RA	1684	1368	1758	1697	1414	1639	1482	2054	1479	1484	1433	1476
Caust.v2_003497-RF	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_003497-RF	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_003497-RF	889	742	859	728	632	777	681	983	772	719	761	730
Caust.v2_003497-RA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_003497-RB	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_003497-RC	0	0	0	0	0	0	0	0	0	0	0	0
