GeneInfo	BT_A_N_001	BT_A_N_025	BT_A_N_029	BT_A_P_014	BT_A_P_026	BT_A_P_030	BT_A_SL_003	BT_A_SL_027	BT_A_SL_031	BT_A_SM_004	BT_A_SM_028	BT_A_SM_032
XM_012312630.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012312636.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012312632.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012312633.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012312638.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012312635.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012312637.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012312634.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_020865166.1	4	5	1	5	2	2	3	7	3	5	0	2
XR_001099034.2	109	30	98	54	55	27	213	66	66	84	16	23
XM_012312629.2	0	0	4	1	3	0	6	2	0	0	1	1
XM_003398271.3	0	0	0	0	0	0	0	0	0	0	0	0
XM_003398275.3	1413	1788	1252	1532	1277	1454	1695	1331	1390	1167	1192	1204
XR_001099033.2	0	0	0	0	0	0	0	0	0	0	0	0
XR_002308122.1	62	27	25	22	27	22	39	28	20	35	28	18
XM_003398269.3	1377	1248	1174	992	841	811	1142	1059	886	1045	592	837
XM_012312627.2	272	266	242	236	212	217	330	232	212	237	170	196
XM_003398268.3	0	0	1	0	3	1	4	1	0	0	1	3
XM_003398267.3	2970	2954	3097	2853	2025	2488	3575	2316	2202	2686	2265	2236
XM_012312624.2	9	4	3	3	4	4	6	6	6	3	0	1
XM_020865041.1	67	78	115	93	78	69	70	83	78	67	30	77
XM_020865173.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012312625.2	12	12	9	13	9	5	1	3	3	1	8	1
XM_012312626.2	10	9	2	7	14	4	1	6	1	3	9	5
XR_002308126.1	2	7	7	5	2	9	7	13	15	6	3	6
XM_003398263.3	5	13	10	10	6	6	4	9	11	1	8	5
XM_003398262.3	57	62	44	72	78	62	73	72	55	32	43	50
XM_003398261.3	414	501	399	445	384	464	545	435	392	343	415	418
XR_001099032.2	177	223	202	206	179	154	227	136	140	221	111	123
XM_020865181.1	68	52	49	57	48	59	84	43	37	54	56	47
XM_012312621.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_020865180.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020865179.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012312623.2	2	1	1	2	4	1	3	3	2	0	0	0
XM_012312616.2	129	138	138	139	119	122	143	104	114	116	125	110
XM_003398258.3	152	151	136	144	106	148	229	115	124	141	160	131
XM_012312618.2	5	3	7	3	5	5	13	7	2	4	17	7
XM_012312615.2	62	76	83	69	47	77	85	76	53	46	43	58
XM_012312614.2	190	223	267	260	244	299	341	208	160	158	142	164
XM_012312612.2	17	29	21	24	25	41	13	23	25	16	28	18
XM_012312613.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012312620.2	53	60	37	42	47	52	32	45	38	39	35	33
XM_012312619.2	2864	4806	3036	3622	2390	3072	3619	2665	2510	2337	2977	2363
XM_020865174.1	3	3	5	3	6	4	7	3	3	2	3	3
XM_020865176.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020865177.1	1	0	3	2	1	4	5	7	0	2	0	3
XM_020865178.1	2	1	3	1	0	2	1	1	2	4	2	4
LOC110119624	110	161	145	140	121	176	197	123	79	106	138	121
XM_003398257.3	582	731	638	525	411	565	668	429	455	526	453	499
XM_003398256.3	4972	5893	4455	3952	4404	4697	5743	5361	4349	3857	3316	4008
XM_003398255.3	2	1	0	3	0	0	1	0	0	3	0	1
XM_020864992.1	1	0	0	0	0	1	0	0	0	2	0	0
XM_012312610.2	2826	3239	1904	2783	3192	3651	4137	2904	3170	3103	4270	2356
XM_003398252.2	16	60	29	26	16	21	27	26	14	33	31	59
XR_001099031.2	98	63	55	87	76	55	178	60	58	177	37	26
XM_012312609.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_003398251.3	0	0	0	0	0	0	0	0	0	0	0	0
XM_003398249.3	13	14	13	7	6	6	11	1	11	4	2	7
XM_012312608.2	1405	1313	1223	986	1053	1002	1244	1052	1082	977	758	900
XM_012312607.2	471	664	557	562	456	579	709	487	484	492	528	518
XM_012312605.2	0	0	0	0	0	1	1	2	0	0	2	0
XM_012312604.2	1	0	0	2	0	0	0	0	0	0	0	0
XM_012312606.2	0	0	1	0	0	1	0	0	1	0	0	2
XM_003398246.3	1206	1815	1185	1566	1335	1553	1616	1368	1538	1000	1236	1327
XM_003398244.3	836	1133	879	827	725	890	1101	685	694	808	711	791
XM_012312600.2	17	17	22	22	15	26	27	13	16	11	20	14
XM_012312602.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012312603.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_003398241.3	860	855	777	738	642	632	1080	762	615	533	536	620
XM_003398239.3	510	480	536	418	403	425	474	472	437	483	284	357
XM_012312598.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012312597.2	11	26	23	13	12	14	24	14	8	20	10	12
XM_003398240.3	75	94	50	59	53	69	27	46	54	30	42	41
XM_003398238.3	1546	1898	1632	1683	1412	1291	1329	1293	1580	1537	1078	1128
XM_003398237.3	632	999	854	949	633	832	913	782	671	597	732	704
XM_003398235.3	341	562	301	280	277	290	419	380	493	261	224	285
XM_020865091.1	4	3	5	2	3	2	2	1	1	2	2	1
XM_012312596.2	10	4	9	12	3	3	5	10	1	2	0	3
XM_012312595.2	0	0	3	1	2	1	2	1	2	1	2	0
XM_003398236.3	71	67	55	50	43	58	92	67	50	37	35	58
XM_020865092.1	3	2	2	1	2	2	3	2	0	1	4	1
XM_003398231.3	593	813	695	665	532	645	749	599	637	538	515	596
XM_012312588.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012312592.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012312590.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012312589.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012312591.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012312587.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012312584.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012312586.2	0	0	1	0	0	0	0	0	0	0	0	0
XM_012312593.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012312594.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_020865094.1	0	0	2	2	1	0	1	0	0	3	1	1
XM_020865095.1	0	0	0	0	0	0	1	0	0	4	1	0
XM_012312582.2	657	435	474	483	481	408	546	525	525	603	408	312
XM_012312581.2	46	32	29	33	21	28	33	28	26	29	36	19
XM_012312578.2	2	1	0	1	1	0	1	3	0	2	1	1
XM_020864828.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020864829.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012312579.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_003398223.3	0	0	0	0	0	0	0	0	0	0	0	0
XM_012312580.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_003398227.3	75	94	70	80	56	41	100	78	72	72	42	58
XM_003398226.3	530	703	509	457	475	631	814	454	397	664	582	479
XM_020864827.1	0	1	2	0	1	1	0	0	1	2	3	0
XM_012312569.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012312575.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012312573.2	3	2	4	1	1	0	2	1	1	1	1	2
XM_012312574.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012312576.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_003398224.3	2	0	0	0	0	2	0	0	0	0	0	0
XM_003398220.3	5	1	2	8	2	2	5	1	2	1	1	1
XM_012312568.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012312566.2	1350	1387	951	1175	1282	1296	1634	1248	1057	1087	1142	985
XM_012312561.2	2	0	2	0	3	1	0	0	1	1	0	1
XM_003398215.3	1	0	1	0	0	1	2	0	1	0	0	0
XM_012312563.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012312562.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_003398216.3	11	12	10	12	8	13	17	8	8	10	12	13
XM_020864831.1	549	706	585	482	395	481	561	456	423	449	421	455
XM_012312560.2	0	0	4	2	1	2	2	0	1	2	0	1
XM_003398213.3	0	0	0	0	0	0	0	0	0	0	0	0
XM_012312559.2	0	0	0	0	1	0	0	0	0	0	0	0
XM_012312555.2	3	0	2	1	0	1	0	1	0	0	2	1
XM_012312558.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012312557.2	7	2	3	0	2	4	4	2	0	0	1	0
XM_012312556.2	0	1	1	0	0	3	2	1	2	0	0	0
XR_001099028.2	7	6	2	3	3	4	0	6	6	11	2	4
XM_003398211.3	471	572	424	337	357	358	453	317	348	383	278	310
XM_003398212.3	0	0	0	0	0	0	0	0	0	0	0	0
XM_012312554.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012313046.2	115	214	108	41	29	95	31	31	23	74	65	119
XM_012312553.2	29	18	19	16	22	16	44	15	25	29	21	12
XM_012312551.2	132	135	164	115	97	108	136	95	110	120	82	97
XM_003398205.3	402	306	262	256	228	242	367	309	203	360	193	238
XM_003398208.3	3593	5046	3658	5058	3203	3611	3902	3409	3624	2677	3511	2983
XM_003398206.3	0	0	0	0	0	0	0	0	0	0	0	0
XM_020865101.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_003398207.3	0	0	0	0	0	0	0	0	0	0	0	0
XM_020865102.1	7	12	12	15	7	12	11	10	4	11	18	12
XM_020865103.1	0	2	0	0	4	1	0	0	2	0	4	2
XM_012312546.2	11	6	8	1	0	3	5	4	4	2	4	9
XM_020865081.1	41	59	62	64	32	28	52	43	62	58	27	52
XM_003398203.3	2737	2511	2647	2390	1908	1758	2775	2064	2831	2470	1505	1795
XM_020865080.1	16461	26110	17769	12234	15285	13898	20343	21525	38339	8906	6314	15862
XM_003398202.3	0	1	0	0	0	0	0	0	0	0	0	0
XM_012312539.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012312540.2	0	0	2	0	0	0	0	0	0	0	0	0
XM_012312541.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_020865075.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020865076.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020865079.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020865077.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020865078.1	43	45	29	28	34	36	50	20	27	17	22	21
XM_020865010.1	1183	1096	994	761	654	781	891	784	783	1031	574	672
XM_012312538.2	38	45	31	11	23	29	33	20	22	39	14	18
XM_012312533.2	52	23	31	32	29	26	33	33	34	90	24	13
XM_012312534.2	118	139	134	103	49	82	161	97	83	693	168	83
XM_012312535.2	109	122	112	108	87	101	146	72	88	497	147	93
XM_012312536.2	780	1727	719	326	409	882	341	645	642	952	492	790
XM_003398200.3	432	508	471	392	382	364	495	375	329	439	288	419
XM_012312532.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012312531.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012312530.2	6694	7012	3989	4271	3576	2732	4326	3231	4037	2903	4227	3566
XR_002308101.1	1	6	3	3	0	2	3	1	3	3	7	1
XR_001099027.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012313043.2	2	5	1	1	1	0	6	4	4	8	0	0
XM_020864817.1	6368	5768	5365	4949	5845	4713	8404	7247	6922	4579	3280	4033
XR_001099026.2	11	13	13	5	5	7	15	13	8	10	4	2
XM_012312528.2	179	146	218	129	122	128	134	122	164	168	96	118
XM_003398196.3	0	0	0	0	0	0	0	0	0	0	0	0
XM_003398197.3	298	354	379	318	240	241	319	227	275	266	233	252
XM_012312523.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_003398194.3	0	0	0	0	0	0	0	0	0	0	0	0
XM_012312525.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012312524.2	0	3	0	3	0	0	1	0	0	1	0	0
XM_012312527.2	2352	3137	2120	2460	2407	2279	2736	2199	2662	2150	2078	2120
XM_003398195.3	1400	2186	840	930	856	1253	1248	795	1199	2160	1153	905
XM_012313042.1	0	0	0	0	0	2	0	0	0	0	1	0
XM_020864998.1	16	24	10	23	14	19	13	10	12	20	16	8
XM_020864922.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_003398190.3	0	0	0	0	0	0	0	0	0	0	0	0
XM_020864921.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020864920.1	2	1	0	1	0	0	0	2	0	0	0	0
XM_020865042.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020865054.1	0	0	3	0	0	0	0	0	0	0	0	0
XM_003398189.3	610	316	560	347	278	255	533	209	298	994	284	176
XM_020864888.1	5	1	3	1	0	1	4	0	0	3	2	2
XM_012312519.2	12	3	6	2	0	2	9	1	11	19	2	4
XM_020864889.1	53	61	74	87	67	61	73	52	76	84	60	51
XR_001099024.2	361	548	426	436	265	413	331	288	375	351	365	275
XM_003398187.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012312511.2	0	0	2	0	0	1	0	0	1	0	0	0
XM_012312513.2	134	64	54	55	78	60	75	76	119	46	25	48
XM_012312516.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_020865187.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012312517.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012312514.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_020865186.1	22	19	5	8	6	6	3	9	7	6	7	14
XM_012312515.2	63	83	44	50	38	62	50	38	55	65	36	64
XM_003398184.3	3512	3929	3285	3871	2669	2905	4521	2934	3103	2529	2165	2603
XM_012312510.2	1550	1460	1252	1270	1005	1237	1163	1363	936	961	868	1029
XM_012312508.2	772	807	799	600	631	602	710	773	523	538	479	535
XM_020865204.1	1322	1239	1257	1073	1101	1059	1472	1233	993	1153	749	1019
XM_012312507.2	4050	4046	3508	3147	3129	3686	4300	3337	2918	2852	2693	2815
XR_002308128.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012312504.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_020865189.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012312506.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_003398179.3	859	991	816	793	809	923	1061	864	801	780	698	741
XM_003398171.3	0	0	0	0	0	0	0	0	0	0	0	0
XM_012312503.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012312498.2	7	6	7	10	9	7	7	1	8	6	4	6
XM_012312497.2	61	35	28	59	43	67	53	55	50	58	24	40
XM_003398170.3	0	0	0	0	0	0	0	0	0	0	0	0
XM_012312499.2	2	0	0	1	0	0	0	0	0	0	0	0
XM_012312501.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012312502.2	276	199	261	224	236	208	310	281	223	208	156	187
XM_020865032.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020865033.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_003398176.3	0	0	0	0	0	0	0	0	0	0	0	0
XM_020865034.1	294	345	315	274	262	282	279	286	252	255	243	215
XM_003398177.3	374	584	505	458	395	453	447	374	381	320	401	402
XM_012312483.2	242	223	224	236	183	251	197	214	263	175	174	195
XM_012312484.2	67	60	77	53	54	71	56	60	69	50	41	54
XM_012312487.2	3	0	5	7	4	8	5	6	4	1	2	1
XM_012312485.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_003398175.3	0	0	0	0	0	0	0	0	0	0	0	0
XM_012312486.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012312488.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_003398173.3	0	0	0	0	0	0	0	0	0	0	0	0
XM_003398169.3	43	32	37	34	26	23	42	29	35	43	29	13
XM_012312490.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_003398178.3	1573	747	1820	1405	1061	912	1140	1290	848	1032	507	656
XM_012312489.2	829	349	841	676	524	475	506	585	577	680	301	282
XM_012312493.2	21	19	12	17	20	14	17	21	19	14	8	6
XM_012312494.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012312492.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012313041.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020865013.1	5070	4375	4387	2947	3347	3463	4607	3503	3270	3739	2433	3388
XR_002308102.1	284	317	261	210	233	200	268	264	228	342	158	208
XM_012312480.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012312481.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012312479.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_003398166.3	0	0	0	0	0	0	0	0	0	0	0	0
XM_012312478.2	195	255	248	225	200	215	302	223	218	246	189	186
XM_003398165.3	0	0	0	0	0	0	0	0	0	0	0	0
XM_020865014.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020865019.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020865018.1	4	4	14	10	8	5	3	8	8	10	3	6
XM_020865015.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020865021.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020865017.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020865016.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012312471.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_020865020.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_003398162.3	7	8	12	10	12	3	11	9	6	14	9	11
XM_012312474.2	502	470	534	793	424	368	910	573	690	1376	655	308
XM_012312477.2	2	1	5	0	1	2	1	4	2	3	1	4
XM_012312476.2	0	0	1	0	0	0	0	0	0	2	0	0
XM_012312475.2	14	19	10	20	11	15	6	24	9	26	15	13
XR_002308093.1	14	10	12	10	14	5	18	17	10	22	3	6
XM_020865055.1	12	29	25	11	5	35	50	6	19	18	10	21
XM_003398161.3	117	663	308	739	397	532	2081	223	354	407	404	322
XR_001099022.1	41	55	77	30	30	74	343	23	33	68	25	37
XM_020864986.1	315	522	954	936	472	813	5068	304	317	723	587	405
XM_003398158.3	133	114	137	222	156	96	122	82	199	143	112	70
XM_012313040.2	4	2	1	3	4	0	6	9	5	6	7	3
XM_012312467.2	199	239	214	290	211	198	253	185	225	205	237	188
XM_003398155.3	53	57	34	41	29	47	14	22	28	15	50	50
XM_020864878.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012312468.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012312470.2	175	133	137	100	121	107	133	112	108	190	85	91
XM_003398153.3	864	754	584	732	578	725	907	622	638	666	605	466
XM_003398151.3	1497	1657	1329	1228	1225	1345	1750	1263	1422	1186	1030	1096
XM_012312464.2	2757	3230	2756	2629	2218	2379	3496	2572	2119	1880	2004	2161
XM_012312465.2	753	788	784	680	578	649	844	647	644	650	528	605
XM_020865163.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020865164.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_003398152.3	1	4	2	1	3	1	3	0	1	0	0	0
XM_020865165.1	0	1	4	3	4	4	7	2	1	1	4	0
XM_012312463.2	567	524	561	474	470	481	599	508	475	425	406	388
XM_020864942.1	56	52	24	37	45	47	49	44	45	41	47	24
XM_020865056.1	6	5	3	1	3	2	6	3	4	3	9	4
XM_003398149.3	121	130	110	105	53	125	97	67	133	151	57	88
XM_020864966.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020864965.1	0	0	0	1	1	0	0	1	1	0	1	0
XM_003398148.3	67	61	69	50	56	53	88	46	64	54	42	55
XM_003398145.3	524	744	592	553	512	630	790	529	463	563	547	530
XM_012312458.2	47	54	50	45	49	42	70	68	28	48	19	22
XM_012312457.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012312456.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_003398146.3	0	0	0	0	0	0	0	0	0	0	0	0
XM_020864892.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012312454.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012312453.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012312447.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012312446.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012312449.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012312450.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012312448.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012312451.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012313038.2	8	3	0	2	3	1	6	0	3	2	2	0
XM_003398142.3	29	36	35	27	20	23	12	19	9	21	12	16
XM_012312445.2	69	67	54	38	40	47	28	74	34	23	29	30
XM_012312442.2	1834	2139	1761	1515	1592	1695	2221	1657	1342	1585	1441	1393
XM_003398140.3	15	29	36	35	29	34	48	24	21	28	33	30
XM_020864971.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012312443.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_003398138.3	0	0	2	1	0	0	0	0	0	2	0	0
XM_020864969.1	4294	3856	4487	3833	3140	3316	4146	3663	3034	3392	2397	2641
XM_020864970.1	1597	1833	1881	1658	1653	1524	1782	2074	1461	1418	1130	1136
XM_012312440.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012312439.2	1	0	0	0	0	3	0	2	1	1	1	1
XM_012312433.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012312436.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012312435.2	1	5	3	0	0	0	3	1	1	2	2	0
XM_003398136.3	584	697	539	489	442	444	560	555	411	465	369	449
XM_003398134.3	2054	2436	1892	2049	1789	1985	2231	1909	2000	1689	1605	1688
XM_003398133.3	67	73	57	54	95	90	82	78	58	47	61	67
XM_012312430.2	1	1	1	0	3	0	0	0	0	0	0	0
XM_003398131.3	244	234	169	183	172	193	248	184	168	214	212	161
XM_003398128.3	7229	6341	10558	7980	5821	7760	8617	5902	5489	4251	4069	4542
XM_020864989.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012312429.2	4	0	1	0	0	2	0	1	2	2	2	1
XM_012312427.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_003398127.2	54	69	84	64	76	85	76	43	56	48	51	58
XM_020864987.1	0	6	1	1	3	2	0	0	3	2	0	1
XM_020864988.1	1	2	3	3	0	1	0	4	1	0	1	0
XM_003398126.3	47	35	37	35	41	41	52	32	23	31	32	39
XM_003398125.3	0	0	0	0	0	0	0	0	0	0	0	0
XM_012312425.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012312426.2	70	281	78	78	102	26	51	109	159	43	38	78
XM_003398124.3	0	2	0	0	0	0	0	0	1	0	0	0
XM_012312423.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012312424.2	6	1	0	1	4	4	0	1	1	5	0	0
XM_020864982.1	22	25	10	15	18	9	23	11	13	10	6	14
XM_020864983.1	1	0	0	0	0	3	0	0	0	2	0	0
XM_003398122.3	76	80	71	60	46	53	91	76	53	49	38	44
XM_012312421.2	184	218	148	158	121	137	179	182	152	153	90	133
XM_003398119.3	3928	3865	2498	3015	3102	3049	3882	3386	4080	3131	2868	2899
XM_003398118.3	0	0	0	0	0	0	0	0	0	0	0	0
XM_012312418.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012312417.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012312419.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_003398115.3	1080	1114	1173	1038	938	1042	1182	1217	972	979	761	947
XM_020864919.1	737	690	708	759	624	709	1627	779	650	598	448	510
XM_003398114.3	48	65	106	85	33	63	81	73	76	62	64	81
XM_003398113.3	0	0	0	0	0	0	0	0	0	0	0	0
XM_020865203.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012312413.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012312414.2	518	652	518	531	469	576	749	513	448	506	466	475
XM_003398111.3	0	0	0	0	0	0	0	0	0	0	0	0
XM_012312412.2	121	53	85	55	54	76	54	59	45	29	36	60
XM_003398101.3	39	42	37	40	33	36	43	49	30	29	31	40
XM_020865135.1	0	0	0	0	0	0	0	1	0	0	0	0
XM_012312411.2	0	2	0	0	2	0	0	0	0	1	1	2
XM_003398046.3	0	0	0	0	0	0	0	0	0	0	0	0
XM_012312406.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012312405.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012312404.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_020865136.1	932	892	561	752	693	625	783	710	650	597	639	481
XM_003398077.3	1249	1091	1232	1020	753	843	1035	779	909	993	739	840
XM_003398069.3	393	397	426	376	299	331	458	251	320	306	298	284
XM_012312408.2	0	0	2	0	0	0	1	1	0	0	0	0
XM_003398054.3	63	61	58	44	39	53	63	60	39	45	24	45
XM_012312410.2	179	212	165	151	99	130	114	167	134	94	119	123
XM_012312409.2	229	319	279	260	181	260	190	207	221	149	189	201
XR_001099021.2	545	489	444	390	257	316	273	360	333	213	248	314
XM_003398041.3	1348	1843	1262	1309	1322	1432	1722	1390	1259	1142	1220	1187
XM_020865138.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020865137.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_003398027.3	0	0	0	0	0	0	0	0	0	0	0	0
XM_012312398.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_020865139.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012312403.2	5	9	15	11	4	6	4	11	7	3	4	7
XM_012312402.2	146	189	193	155	238	183	287	195	200	161	136	132
XM_012312399.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_003398034.3	2	1	3	2	0	0	0	0	2	1	1	0
XM_012313037.2	84	108	95	67	53	71	113	96	86	87	58	93
XM_020865145.1	78	64	61	43	50	38	52	48	89	39	38	48
XM_020865143.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020865142.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020865140.1	0	0	0	0	0	0	0	0	0	0	1	0
XM_020865141.1	6	12	6	9	7	10	10	7	8	10	3	5
XM_020865144.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_003398003.3	561	603	559	505	405	439	519	422	420	494	314	352
XR_001099020.2	6	4	3	7	9	8	9	9	6	6	8	11
XM_003398526.2	1336	1444	1361	1411	1300	1290	1675	1405	1266	1182	1028	1052
XM_020865146.1	792	793	742	762	769	764	1047	781	805	731	562	639
XM_012312391.2	128	99	89	102	135	112	142	125	124	95	67	82
XM_012312386.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012312390.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012312385.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012312388.2	0	1	6	2	1	0	1	3	1	2	4	0
XM_003398506.3	0	2	0	1	6	2	4	5	3	3	2	0
XM_012312389.2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012312387.2	1	0	0	0	1	1	0	0	1	0	0	0
XM_003398476.3	176	399	182	268	231	356	303	228	263	211	284	231
XM_012312383.2	6	13	7	7	12	16	15	7	11	9	7	9
XM_012312384.2	0	1	1	0	0	0	1	4	0	2	0	0
XM_003398469.3	343	383	336	343	287	328	478	337	332	282	311	328
XM_003398495.3	208	199	263	214	134	174	304	173	197	192	153	180
XM_003398460.3	822	873	768	705	605	754	989	720	658	807	630	597
TRNAM-CAU-6	0	0	0	0	0	0	0	0	0	0	0	0
XM_003398424.3	601	561	551	497	357	446	602	475	466	491	311	367
XM_020865183.1	248	173	246	163	110	172	173	162	140	265	115	139
XR_001099019.2	0	0	0	0	0	0	0	0	0	0	0	0
